region,month,hours_per_week,deliveries_per_day,income_mean,income_variability,stress_level,work_life_balance,burnout_risk
Hamburg,11,33.4,12.2,1301.0,0.52,4.7,4.8,0
Frankfurt,12,31.7,10.0,804.0,0.45,2.7,6.3,0
Frankfurt,7,29.5,9.9,800.0,0.78,1.0,7.9,0
Frankfurt,1,51.6,19.8,1314.0,0.52,5.1,4.0,0
Berlin,12,56.9,17.6,1334.0,0.5,3.4,6.8,0
Berlin,2,63.5,20.3,1483.0,0.9,9.6,1.0,1
Cologne,4,53.4,18.0,1449.0,0.74,3.9,6.5,1
Frankfurt,10,56.6,15.2,915.0,0.82,5.4,5.2,1
Frankfurt,1,39.2,12.6,943.0,0.9,4.3,3.9,1
Berlin,11,33.4,11.0,800.0,0.66,2.9,6.1,0
Hamburg,1,53.5,22.7,2008.0,0.58,4.9,5.2,0
Hamburg,11,49.2,15.5,1068.0,0.73,5.6,4.3,0
Munich,9,46.1,16.0,1162.0,0.9,6.9,3.6,1
Cologne,6,48.9,19.0,1580.0,0.9,6.0,3.8,1
Cologne,2,48.2,13.6,994.0,0.72,7.0,4.2,1
Frankfurt,10,57.8,23.4,2344.0,0.57,4.2,5.5,0
Berlin,7,57.9,24.6,2155.0,0.71,6.3,2.7,1
Cologne,10,50.4,16.7,1342.0,0.82,5.3,3.7,1
Hamburg,6,53.5,16.2,1370.0,0.66,5.9,4.9,1
Berlin,11,50.1,21.6,1257.0,0.9,7.1,3.0,1
Frankfurt,6,40.4,15.8,1514.0,0.9,3.7,6.9,0
Frankfurt,8,52.6,17.8,1524.0,0.84,4.6,6.0,1
Cologne,10,31.1,14.6,1156.0,0.9,3.9,4.1,0
Cologne,3,55.5,22.5,1911.0,0.52,2.9,6.0,0
Munich,10,33.1,10.0,938.0,0.84,3.0,6.0,0
Cologne,2,47.9,16.7,1253.0,0.84,4.6,4.6,0
Cologne,9,36.5,13.9,1189.0,0.47,2.3,7.3,0
Hamburg,5,50.5,16.9,1564.0,0.72,6.6,4.4,1
Hamburg,6,44.7,10.7,948.0,0.64,2.9,8.3,0
Berlin,11,29.1,6.9,800.0,0.81,2.7,7.0,0
Cologne,7,49.2,12.3,1046.0,0.9,5.4,4.4,0
Cologne,2,39.2,14.6,1441.0,0.88,6.0,3.3,1
Frankfurt,11,53.8,14.4,1308.0,0.9,5.4,4.7,1
Hamburg,6,45.0,15.6,1014.0,0.65,5.9,4.3,0
Frankfurt,12,49.0,21.8,1862.0,0.9,5.9,4.9,0
Cologne,1,35.4,16.1,1378.0,0.75,3.7,7.1,0
Hamburg,9,39.1,7.5,835.0,0.45,2.3,5.4,0
Cologne,12,40.4,9.6,800.0,0.86,1.9,8.0,0
Munich,6,53.6,15.5,1168.0,0.78,5.5,5.9,1
Frankfurt,11,61.8,17.1,1093.0,0.9,5.4,4.2,1
Hamburg,7,36.9,7.4,800.0,0.77,5.1,6.1,0
Hamburg,12,55.8,18.6,1726.0,0.9,6.7,3.0,1
Cologne,5,23.3,9.9,830.0,0.39,2.1,8.1,0
Cologne,2,33.1,13.9,1091.0,0.61,1.6,7.3,0
Berlin,4,35.4,10.4,1090.0,0.43,4.3,4.6,0
Berlin,12,31.5,9.7,992.0,0.4,1.6,9.1,0
Frankfurt,5,29.2,10.8,800.0,0.46,1.8,9.1,0
Hamburg,11,49.1,16.1,1524.0,0.66,3.4,6.6,0
Cologne,10,42.9,16.7,1006.0,0.9,4.1,4.7,0
Frankfurt,2,48.8,17.6,1496.0,0.81,6.6,3.4,1
Hamburg,9,51.9,16.2,1362.0,0.8,5.2,6.1,1
Cologne,2,47.7,10.3,1055.0,0.9,4.1,7.6,0
Berlin,2,51.6,21.7,1811.0,0.8,2.9,6.8,1
Hamburg,2,44.3,12.7,968.0,0.49,5.3,3.1,0
Cologne,2,33.1,12.1,936.0,0.41,2.1,8.7,0
Frankfurt,5,55.6,12.8,1561.0,0.51,5.7,4.0,1
Frankfurt,7,39.1,13.0,1057.0,0.41,3.4,7.6,0
Munich,1,35.6,12.2,1094.0,0.64,4.8,5.5,0
Hamburg,12,43.2,14.9,800.0,0.84,4.1,5.0,0
Frankfurt,9,35.9,21.0,1514.0,0.52,3.5,6.6,0
Hamburg,11,40.8,11.7,1041.0,0.68,4.8,6.5,0
Frankfurt,6,48.4,18.6,1166.0,0.84,8.0,1.8,1
Hamburg,12,48.5,17.7,1528.0,0.86,6.2,2.8,1
Hamburg,1,36.0,10.0,800.0,0.9,3.5,4.9,0
Hamburg,1,40.1,15.8,1057.0,0.9,4.0,5.2,0
Munich,9,55.7,18.1,1301.0,0.8,4.8,4.8,1
Berlin,9,50.0,19.3,1848.0,0.68,3.6,7.2,0
Hamburg,1,65.8,27.8,2291.0,0.9,5.7,3.1,1
Berlin,1,56.8,19.4,1369.0,0.83,4.5,7.0,1
Berlin,5,56.4,18.0,1593.0,0.85,6.6,2.0,1
Berlin,5,31.1,13.5,1248.0,0.72,1.5,10.0,0
Frankfurt,7,52.6,21.7,1663.0,0.86,7.3,4.5,1
Cologne,4,44.5,12.2,1166.0,0.9,5.6,4.6,0
Berlin,10,39.5,11.8,1146.0,0.43,4.0,4.4,0
Hamburg,1,46.7,17.6,1577.0,0.7,4.7,5.3,0
Cologne,6,54.5,17.8,1286.0,0.67,4.6,5.0,1
Frankfurt,10,50.0,13.8,869.0,0.9,5.4,3.3,1
Munich,3,36.2,13.7,800.0,0.58,5.3,5.0,0
Berlin,7,52.4,19.5,1428.0,0.67,4.2,5.0,1
Berlin,1,38.6,11.9,876.0,0.7,1.6,7.7,0
Frankfurt,4,47.2,15.9,1215.0,0.85,5.8,4.0,0
Hamburg,10,42.0,12.3,971.0,0.76,4.7,4.7,0
Hamburg,12,42.8,11.0,1225.0,0.59,2.6,9.5,0
Cologne,9,52.7,16.1,1217.0,0.86,4.2,5.3,1
Cologne,10,34.6,11.8,931.0,0.7,2.2,8.3,0
Hamburg,6,64.5,17.1,1001.0,0.9,5.4,4.8,1
Munich,2,26.8,7.7,1058.0,0.75,2.2,8.2,0
Hamburg,6,39.0,13.3,800.0,0.46,3.5,6.9,0
Munich,9,48.7,19.8,1444.0,0.77,3.9,7.0,0
Frankfurt,11,50.8,16.0,1420.0,0.42,3.9,6.3,0
Munich,1,44.0,10.9,923.0,0.64,4.1,6.2,0
Frankfurt,12,44.4,14.2,1463.0,0.68,4.7,5.4,0
Berlin,5,49.1,14.7,1318.0,0.9,4.4,5.4,0
Hamburg,8,42.7,15.9,1255.0,0.61,6.0,3.1,1
Cologne,7,58.9,18.6,1699.0,0.9,6.7,3.3,1
Berlin,10,53.4,9.7,1006.0,0.46,3.0,7.3,0
Cologne,2,53.7,29.0,2187.0,0.9,6.2,4.2,1
Munich,8,35.3,12.2,1169.0,0.74,4.4,5.7,0
Hamburg,9,44.2,15.0,1156.0,0.81,3.8,6.0,0
Hamburg,10,42.0,9.4,800.0,0.69,2.0,8.0,0
Hamburg,8,34.9,7.3,800.0,0.56,3.5,5.9,0
Berlin,12,48.6,15.9,1198.0,0.9,4.8,5.5,0
Frankfurt,6,39.6,14.2,1050.0,0.69,2.3,7.5,0
Munich,9,51.6,19.3,1740.0,0.66,3.0,7.2,1
Berlin,8,34.3,12.1,800.0,0.68,3.3,7.7,0
Berlin,4,62.2,17.2,1161.0,0.9,5.9,3.4,1
Frankfurt,12,36.0,5.0,800.0,0.38,3.0,7.6,0
Cologne,6,47.2,15.4,1220.0,0.66,4.6,5.4,0
Cologne,5,52.9,16.0,1481.0,0.89,3.6,8.4,1
Hamburg,10,39.3,9.3,816.0,0.39,3.3,6.5,0
Berlin,9,53.5,20.3,1359.0,0.89,6.2,4.5,1
Frankfurt,11,32.7,6.2,800.0,0.58,2.7,7.3,0
Frankfurt,4,59.5,21.7,1842.0,0.49,3.4,5.2,0
Cologne,1,45.1,10.8,912.0,0.76,3.8,5.7,0
Frankfurt,11,39.0,13.4,979.0,0.81,2.3,8.6,0
Cologne,9,42.0,16.8,1290.0,0.71,4.6,5.0,0
Cologne,11,53.1,16.7,1223.0,0.58,5.8,2.0,1
Berlin,9,39.2,18.1,1185.0,0.46,1.4,8.5,0
Munich,7,37.5,18.3,1168.0,0.9,4.9,4.0,0
Hamburg,5,42.8,15.0,1276.0,0.4,2.6,7.5,0
Munich,11,33.2,12.7,842.0,0.58,5.7,5.9,0
Frankfurt,7,63.2,24.3,2055.0,0.9,6.2,4.5,1
Munich,9,39.3,14.7,1061.0,0.83,2.1,9.5,0
Munich,3,53.3,19.1,1264.0,0.81,3.6,5.8,1
Cologne,5,47.1,14.1,1048.0,0.55,5.2,4.6,0
Berlin,3,35.2,6.7,951.0,0.49,2.9,6.0,0
Frankfurt,8,44.9,10.8,846.0,0.53,4.3,5.0,0
Hamburg,11,52.8,24.8,2110.0,0.9,7.7,1.4,1
Cologne,1,43.1,15.3,1261.0,0.6,3.3,5.4,0
Hamburg,4,56.9,18.2,1178.0,0.52,5.8,5.6,0
Berlin,7,55.2,22.2,2065.0,0.76,7.7,1.0,1
Munich,9,54.2,15.8,1216.0,0.9,5.8,5.5,1
Munich,10,40.4,15.2,955.0,0.76,1.6,9.6,0
Berlin,11,34.2,11.6,828.0,0.79,4.2,6.3,0
Frankfurt,2,38.9,14.3,1106.0,0.36,2.1,6.7,0
Cologne,9,47.0,14.6,1321.0,0.9,6.8,1.6,1
Munich,6,50.5,13.9,978.0,0.71,3.8,5.6,1
Berlin,7,23.3,5.3,947.0,0.84,6.8,3.8,1
Cologne,4,44.9,12.6,822.0,0.9,6.7,3.3,1
Cologne,5,46.6,15.5,1364.0,0.38,3.5,5.5,0
Berlin,1,42.2,9.4,800.0,0.75,4.3,6.9,0
Munich,4,57.9,15.6,1220.0,0.9,6.9,4.8,1
Frankfurt,8,49.2,16.8,1418.0,0.54,6.1,3.7,0
Munich,6,58.1,19.0,1295.0,0.74,6.5,3.6,1
Munich,7,42.8,14.9,1488.0,0.9,6.2,2.3,1
Munich,1,54.4,18.0,1526.0,0.59,5.3,4.3,0
Munich,7,61.4,28.0,2177.0,0.8,5.6,4.9,1
Hamburg,6,58.1,19.8,1665.0,0.9,5.3,5.1,1
Berlin,4,34.1,10.2,800.0,0.67,4.7,4.8,0
Frankfurt,2,42.5,14.5,1407.0,0.68,4.8,4.9,0
Frankfurt,12,41.5,16.9,1556.0,0.47,4.6,5.0,0
Hamburg,2,49.9,16.5,1393.0,0.62,6.2,3.5,1
Frankfurt,7,51.9,19.3,1670.0,0.83,2.1,8.3,1
Hamburg,3,36.6,13.4,800.0,0.9,4.1,3.9,1
Hamburg,2,45.7,14.4,1442.0,0.63,4.9,5.0,0
Frankfurt,10,24.8,8.6,800.0,0.68,5.0,5.4,0
Frankfurt,3,59.4,24.6,2173.0,0.65,3.6,5.8,1
Munich,10,39.9,14.0,1272.0,0.72,6.3,3.2,1
Hamburg,2,45.6,12.2,1180.0,0.83,4.7,4.9,0
Cologne,11,41.9,13.0,831.0,0.45,4.9,4.6,0
Berlin,3,56.5,12.5,814.0,0.9,8.2,1.8,1
Munich,5,20.0,7.1,1016.0,0.52,2.8,7.3,0
Hamburg,10,44.8,18.9,1207.0,0.9,5.1,2.8,1
Munich,10,43.9,10.6,800.0,0.71,4.8,5.9,0
Munich,10,40.5,13.9,1124.0,0.83,3.3,6.4,0
Berlin,5,62.3,23.7,1906.0,0.9,6.2,5.7,1
Frankfurt,7,36.1,15.3,1117.0,0.51,2.5,6.3,0
Frankfurt,10,52.7,21.4,1836.0,0.84,5.2,3.9,1
Berlin,11,48.6,10.6,1027.0,0.63,1.4,8.4,0
Munich,3,57.6,20.7,1654.0,0.81,6.4,4.0,1
Hamburg,11,38.3,8.3,800.0,0.66,3.7,4.4,0
Frankfurt,3,37.7,9.6,800.0,0.55,3.3,5.9,0
Cologne,7,56.0,21.1,1590.0,0.68,5.9,4.7,1
Hamburg,6,49.3,16.9,1012.0,0.67,2.8,6.3,0
Munich,6,29.6,12.0,1023.0,0.51,5.8,5.5,0
Cologne,4,39.6,10.4,986.0,0.9,3.8,5.7,0
Hamburg,11,48.9,20.7,1626.0,0.82,4.7,4.4,0
Berlin,4,53.4,19.9,1136.0,0.66,3.9,6.7,1
Cologne,2,38.2,15.4,1118.0,0.43,3.9,7.8,0
Munich,11,20.0,5.0,800.0,0.78,4.1,6.3,0
Cologne,6,50.2,20.3,1333.0,0.54,6.6,4.7,0
Berlin,10,32.8,10.0,938.0,0.84,4.6,7.1,0
Frankfurt,11,24.8,6.4,800.0,0.41,3.3,5.8,0
Frankfurt,3,20.0,8.5,800.0,0.67,1.5,9.5,0
Frankfurt,6,53.1,19.5,1420.0,0.6,3.1,5.3,1
Berlin,12,46.3,12.9,804.0,0.81,4.3,6.1,0
Hamburg,3,42.7,20.4,1920.0,0.48,3.9,6.0,0
Berlin,3,58.9,25.1,2169.0,0.64,7.5,3.8,1
Cologne,1,51.4,18.9,1644.0,0.63,5.6,5.6,1
Hamburg,5,61.2,21.7,1916.0,0.87,8.5,2.0,1
Frankfurt,2,31.1,11.3,1008.0,0.6,4.9,5.4,0
Berlin,10,44.7,10.2,1008.0,0.44,3.8,6.7,0
Munich,12,28.8,9.9,800.0,0.45,1.0,9.1,0
Frankfurt,2,42.7,14.5,1438.0,0.9,6.3,3.6,1
Munich,9,42.5,12.4,1253.0,0.86,6.3,5.2,0
Hamburg,2,51.3,16.2,1369.0,0.9,3.1,8.5,1
Frankfurt,11,45.5,8.0,800.0,0.8,6.8,3.0,1
Berlin,2,51.2,13.8,858.0,0.68,5.7,4.5,1
Munich,6,52.0,20.1,1655.0,0.89,5.4,4.6,1
Berlin,10,66.5,27.4,2527.0,0.9,9.1,1.0,1
Frankfurt,11,41.8,11.1,800.0,0.88,6.2,3.5,1
Berlin,1,35.6,12.4,1197.0,0.9,4.5,7.1,0
Frankfurt,8,47.5,19.1,1435.0,0.77,5.5,3.8,1
Cologne,1,37.0,10.8,800.0,0.73,4.6,7.5,0
Berlin,9,59.8,22.0,1522.0,0.9,5.4,5.8,1
Cologne,4,42.2,14.0,966.0,0.86,4.1,6.3,0
Munich,12,39.3,16.7,1464.0,0.64,2.6,8.0,0
Berlin,3,40.3,9.6,921.0,0.42,3.5,5.6,0
Berlin,7,52.2,14.1,1174.0,0.9,4.7,5.1,1
Munich,8,43.4,15.3,1125.0,0.6,3.4,8.1,0
Berlin,12,38.6,13.1,831.0,0.59,4.1,5.3,0
Frankfurt,5,61.7,20.4,1643.0,0.9,5.7,5.4,1
Cologne,3,36.4,13.9,1037.0,0.9,4.4,4.2,0
Hamburg,4,45.4,12.3,1028.0,0.5,2.1,6.7,0
Frankfurt,10,51.5,13.1,981.0,0.63,5.0,6.9,1
Hamburg,6,28.7,8.1,800.0,0.79,3.1,6.9,0
Munich,12,49.8,15.4,1267.0,0.63,4.5,4.9,0
Munich,5,34.4,10.6,921.0,0.51,3.2,8.2,0
Berlin,4,53.2,21.5,1969.0,0.9,2.9,8.3,1
Frankfurt,3,35.4,14.1,1061.0,0.74,4.1,6.8,0
Hamburg,6,51.9,18.9,1622.0,0.9,6.2,3.3,1
Cologne,7,56.1,19.4,1909.0,0.9,6.3,3.4,1
Frankfurt,2,53.6,16.6,1440.0,0.9,6.9,3.4,1
Munich,6,47.5,13.3,1295.0,0.9,5.1,5.6,0
Frankfurt,3,42.7,10.6,800.0,0.75,5.0,4.5,0
Cologne,10,39.2,11.0,800.0,0.86,4.2,6.0,0
Frankfurt,8,59.7,19.8,1550.0,0.9,7.0,3.3,1
Berlin,2,38.0,9.2,800.0,0.84,1.4,9.9,0
Cologne,5,34.6,12.1,1178.0,0.73,2.1,8.6,0
Hamburg,8,51.7,16.6,1185.0,0.9,7.5,1.0,1
Munich,9,37.0,11.2,875.0,0.31,1.0,8.8,0
Frankfurt,7,35.5,15.3,1440.0,0.44,3.3,5.7,0
Cologne,9,30.6,5.0,800.0,0.54,4.8,5.8,0
Berlin,9,40.2,12.2,977.0,0.48,3.9,7.0,0
Berlin,8,44.2,7.7,800.0,0.44,3.8,6.3,0
Hamburg,7,47.4,16.5,1097.0,0.52,4.9,4.8,0
Munich,6,54.5,20.5,1408.0,0.9,4.9,5.1,1
Berlin,12,50.3,12.7,800.0,0.62,5.1,5.1,1
Munich,11,43.1,10.7,897.0,0.65,3.3,6.1,0
Cologne,3,43.0,9.2,923.0,0.9,6.0,2.8,1
Frankfurt,8,50.1,16.9,1504.0,0.63,7.1,1.0,1
Hamburg,3,57.7,18.2,1686.0,0.67,5.6,5.7,1
Berlin,11,46.3,14.6,1458.0,0.42,2.5,7.9,0
Frankfurt,9,40.3,12.3,1016.0,0.4,3.2,7.1,0
Berlin,9,35.1,8.8,800.0,0.9,3.2,8.0,0
Hamburg,10,30.5,13.6,1381.0,0.9,3.8,4.9,0
Berlin,10,51.7,18.0,1303.0,0.9,3.7,4.6,1
Hamburg,9,50.8,13.4,834.0,0.9,3.9,6.5,1
Frankfurt,4,50.8,14.8,1118.0,0.58,5.8,4.4,0
Cologne,9,43.7,12.0,865.0,0.9,5.8,2.5,1
Hamburg,12,59.1,23.9,1922.0,0.89,5.0,5.4,1
Cologne,2,40.2,15.5,1072.0,0.86,2.0,7.6,0
Munich,1,54.6,17.8,1498.0,0.83,10.0,1.0,1
Frankfurt,8,44.6,20.0,1486.0,0.73,5.6,4.0,0
Hamburg,6,38.9,17.3,1632.0,0.55,3.5,4.1,0
Frankfurt,11,50.9,16.3,1064.0,0.67,6.4,3.0,1
Cologne,10,49.1,15.1,1183.0,0.83,4.7,4.6,0
Cologne,9,48.6,15.1,1141.0,0.61,6.2,4.4,0
Frankfurt,9,45.8,12.4,1039.0,0.72,4.8,5.0,0
Frankfurt,3,44.6,20.1,1791.0,0.82,4.6,6.0,0
Cologne,2,68.9,19.9,1649.0,0.61,6.7,1.0,1
Frankfurt,7,56.8,21.6,1698.0,0.53,3.5,5.6,0
Cologne,5,52.2,19.5,1697.0,0.9,8.1,2.4,1
Munich,10,46.1,14.5,1325.0,0.84,3.2,6.5,0
Cologne,6,55.1,23.8,1957.0,0.78,3.5,7.4,1
Berlin,5,50.2,12.0,1041.0,0.9,4.7,3.5,1
Cologne,4,45.3,14.8,1317.0,0.36,3.1,7.6,0
Munich,1,42.0,12.5,800.0,0.41,4.1,5.2,0
Cologne,4,44.2,17.6,1339.0,0.56,5.5,3.8,0
Frankfurt,10,20.0,7.7,800.0,0.67,3.5,7.5,0
Munich,3,47.1,10.5,800.0,0.84,5.9,5.2,0
Hamburg,3,40.1,17.1,1310.0,0.45,3.6,7.5,0
Cologne,5,60.9,21.8,1816.0,0.55,6.2,5.9,0
Frankfurt,1,45.2,12.0,1036.0,0.9,5.1,6.1,0
Hamburg,11,33.1,10.0,892.0,0.53,1.0,8.2,0
Hamburg,6,44.5,10.9,800.0,0.9,5.3,4.8,0
Hamburg,2,34.5,11.0,800.0,0.4,1.3,8.4,0
Berlin,1,49.7,17.0,1523.0,0.9,8.0,4.0,1
Frankfurt,11,47.9,15.0,1049.0,0.89,4.2,6.9,0
Berlin,8,54.6,16.8,1185.0,0.9,5.2,4.6,1
Frankfurt,10,37.1,7.5,800.0,0.51,2.6,8.3,0
Frankfurt,3,45.3,16.1,1520.0,0.5,3.6,5.2,0
Munich,6,31.3,5.0,800.0,0.66,6.5,3.7,1
Hamburg,2,52.0,17.4,1463.0,0.9,6.6,2.5,1
Cologne,5,50.2,11.3,1044.0,0.65,2.7,5.6,1
Munich,9,50.0,16.8,1336.0,0.9,7.3,3.5,1
Cologne,7,45.0,15.0,1402.0,0.53,6.3,4.6,0
Hamburg,4,49.1,17.6,1168.0,0.66,4.5,6.0,0
Frankfurt,3,61.0,22.9,1618.0,0.71,6.6,3.3,1
Munich,9,42.1,17.2,1147.0,0.9,4.2,4.5,0
Berlin,4,46.4,10.6,935.0,0.9,7.6,1.2,1
Frankfurt,5,34.1,11.2,998.0,0.57,2.2,6.8,0
Berlin,6,36.3,18.1,1357.0,0.77,3.9,5.9,0
Frankfurt,10,46.0,15.7,1208.0,0.43,4.0,7.1,0
Frankfurt,5,56.0,16.2,1548.0,0.76,3.5,7.6,1
Hamburg,9,42.4,13.9,974.0,0.63,7.5,1.0,1
Munich,1,42.6,13.1,1104.0,0.75,2.5,6.8,0
Cologne,11,40.9,10.1,800.0,0.77,4.4,4.9,0
Hamburg,6,39.7,15.8,1485.0,0.45,1.4,6.1,0
Cologne,4,47.9,17.7,1545.0,0.63,4.2,6.4,0
Frankfurt,4,30.0,6.0,800.0,0.44,3.6,6.1,0
Berlin,3,57.8,19.0,1467.0,0.62,4.5,5.3,1
Cologne,5,38.3,11.1,800.0,0.9,4.7,6.6,0
Berlin,8,52.2,12.6,1188.0,0.73,4.8,5.3,1
Cologne,4,32.3,6.5,931.0,0.73,5.0,4.6,0
Berlin,7,51.7,13.4,800.0,0.9,7.2,3.4,1
Hamburg,8,51.7,17.1,1080.0,0.71,4.3,6.8,1
Cologne,5,48.8,14.9,1226.0,0.66,5.0,5.3,0
Hamburg,10,35.1,8.8,800.0,0.47,3.8,6.9,0
Hamburg,1,47.5,14.7,1090.0,0.86,5.7,4.2,0
Berlin,8,33.2,13.3,800.0,0.82,3.3,6.6,0
Cologne,10,42.5,15.2,1283.0,0.9,4.5,5.6,0
Cologne,3,55.3,21.4,1892.0,0.46,5.2,4.1,0
Munich,4,53.0,17.0,1927.0,0.51,5.5,4.0,1
Berlin,10,45.2,19.9,1850.0,0.9,6.5,4.9,0
Cologne,7,35.3,12.8,800.0,0.8,4.5,7.5,0
Frankfurt,9,51.5,15.7,1252.0,0.9,6.2,5.4,1
Munich,4,45.2,15.3,1346.0,0.74,5.6,3.1,1
Cologne,4,21.8,5.0,800.0,0.55,1.9,6.6,0
Berlin,6,52.8,16.7,1491.0,0.69,5.8,3.0,1
Frankfurt,9,44.8,16.2,1437.0,0.43,2.8,7.3,0
Cologne,4,57.0,20.8,1915.0,0.81,7.6,1.0,1
Hamburg,10,34.0,10.1,970.0,0.26,1.0,8.4,0
Hamburg,8,20.0,14.9,1246.0,0.6,1.9,9.5,0
Frankfurt,3,47.8,15.4,1106.0,0.9,6.5,4.5,0
Frankfurt,2,47.9,10.9,800.0,0.53,2.7,6.7,0
Frankfurt,4,28.1,13.0,1084.0,0.43,3.4,6.2,0
Frankfurt,4,35.2,13.6,1004.0,0.9,2.5,8.1,0
Berlin,7,70.0,24.0,1861.0,0.6,6.4,4.5,0
Hamburg,7,41.9,12.6,1231.0,0.8,5.6,3.9,1
Cologne,9,52.3,18.6,1763.0,0.9,5.5,4.2,1
Cologne,10,38.5,17.7,1168.0,0.4,1.0,8.4,0
Hamburg,2,24.1,8.6,800.0,0.75,1.0,7.7,0
Cologne,4,43.3,10.0,800.0,0.82,5.8,4.0,1
Hamburg,3,42.3,5.0,800.0,0.64,4.9,4.8,0
Munich,12,41.0,14.8,800.0,0.9,6.7,2.0,1
Hamburg,3,43.9,11.7,800.0,0.9,6.9,3.7,1
Cologne,7,47.6,15.6,1223.0,0.78,4.3,6.2,0
Munich,12,43.5,12.1,1123.0,0.9,8.1,2.6,1
Cologne,10,32.4,8.1,800.0,0.53,3.3,6.0,0
Berlin,6,49.9,14.3,1280.0,0.56,3.5,4.5,0
Cologne,3,25.5,6.5,800.0,0.33,1.6,8.9,0
Munich,8,24.5,10.5,1095.0,0.4,1.0,8.3,0
Hamburg,8,52.4,19.2,1832.0,0.75,7.6,1.5,1
Cologne,7,50.1,13.1,893.0,0.61,7.4,1.3,1
Hamburg,9,44.4,11.6,1104.0,0.41,2.9,6.8,0
Cologne,3,31.0,11.5,1020.0,0.5,2.8,8.8,0
Frankfurt,5,37.9,15.8,1765.0,0.8,3.9,5.6,0
Cologne,6,42.4,17.2,1219.0,0.45,2.8,6.1,0
Frankfurt,9,29.0,6.7,800.0,0.56,1.0,9.7,0
Cologne,4,37.6,15.5,1034.0,0.68,3.4,6.7,0
Cologne,5,51.5,11.8,800.0,0.9,4.7,3.2,1
Frankfurt,9,59.3,19.1,1609.0,0.83,5.3,5.3,1
Berlin,12,40.8,15.1,1246.0,0.9,4.4,7.7,0
Hamburg,11,52.6,11.3,1011.0,0.9,7.4,1.0,1
Munich,4,25.9,14.9,1296.0,0.32,2.1,6.6,0
Cologne,2,51.6,21.2,1647.0,0.7,5.4,1.7,1
Munich,9,37.0,14.3,1092.0,0.86,4.8,5.1,0
Berlin,11,48.1,13.1,856.0,0.77,5.6,5.4,0
Cologne,12,42.5,14.0,977.0,0.62,3.3,6.8,0
Frankfurt,3,58.2,21.8,1730.0,0.9,6.0,5.4,1
Frankfurt,11,36.3,8.7,800.0,0.59,4.4,6.4,0
Cologne,6,51.3,16.6,1466.0,0.9,3.4,8.3,1
Frankfurt,9,42.2,16.8,1466.0,0.75,6.1,5.0,0
Berlin,3,43.4,10.0,1110.0,0.9,6.5,3.1,1
Hamburg,8,43.2,15.4,1036.0,0.9,3.2,6.8,0
Hamburg,9,36.5,6.9,800.0,0.87,3.9,5.2,0
Berlin,3,44.9,12.1,800.0,0.79,5.4,4.3,0
Frankfurt,3,44.4,13.3,1318.0,0.9,3.6,6.4,0
Hamburg,4,47.4,17.3,1287.0,0.81,5.5,4.5,0
Frankfurt,1,45.8,13.2,1285.0,0.71,4.8,6.5,0
Frankfurt,2,53.0,18.0,1733.0,0.88,3.1,6.6,1
Munich,1,54.2,16.0,1364.0,0.52,6.1,3.0,1
Hamburg,3,34.5,9.9,851.0,0.53,1.8,7.3,0
Frankfurt,6,53.7,21.6,1740.0,0.74,6.8,3.9,1
Munich,8,33.1,7.6,800.0,0.74,2.3,6.3,0
Berlin,5,50.9,19.2,1451.0,0.45,4.8,5.0,0
Hamburg,8,51.2,17.1,1336.0,0.9,7.2,4.1,1
Berlin,6,25.9,6.9,917.0,0.57,3.3,7.0,0
Berlin,1,45.9,11.7,800.0,0.41,3.0,7.0,0
Cologne,3,40.3,10.0,841.0,0.9,2.5,7.5,0
Hamburg,2,37.4,10.3,963.0,0.47,2.8,6.1,0
Berlin,6,58.5,19.1,1467.0,0.73,6.4,2.7,1
Berlin,8,38.5,14.6,1254.0,0.54,4.4,5.4,0
Berlin,6,36.9,11.4,800.0,0.72,2.4,7.8,0
Frankfurt,4,45.8,14.6,1429.0,0.81,2.8,8.1,0
Hamburg,4,51.9,17.0,1589.0,0.9,5.6,4.5,1
Hamburg,9,43.6,16.0,1257.0,0.59,4.1,7.3,0
Hamburg,1,56.7,20.8,1490.0,0.9,8.9,2.7,1
Hamburg,2,50.3,12.6,1167.0,0.85,5.1,5.7,1
Hamburg,4,23.2,6.9,800.0,0.83,5.0,6.2,0
Berlin,3,39.7,16.9,1152.0,0.74,2.2,6.8,0
Munich,9,39.4,9.2,800.0,0.74,1.6,7.3,0
Cologne,5,49.8,16.8,1649.0,0.42,3.3,7.2,0
Hamburg,8,20.0,6.2,800.0,0.49,3.8,4.9,0
Frankfurt,4,70.0,21.6,1601.0,0.9,9.6,1.0,1
Munich,11,50.3,21.5,1387.0,0.68,3.9,6.9,1
Frankfurt,4,46.5,15.6,1257.0,0.65,4.0,7.5,0
Berlin,10,56.8,23.5,1928.0,0.67,3.9,5.8,1
Cologne,11,68.4,22.8,1812.0,0.63,4.1,5.2,1
Berlin,3,53.7,19.3,1904.0,0.88,6.4,3.9,1
Berlin,9,54.5,16.4,1288.0,0.68,5.8,3.1,1
Hamburg,10,46.3,13.7,800.0,0.81,4.6,5.2,0
Frankfurt,2,43.6,15.8,1179.0,0.43,2.3,7.7,0
Hamburg,11,40.2,14.7,1267.0,0.9,6.5,3.5,1
Berlin,12,36.7,14.0,1201.0,0.81,2.9,7.2,0
Cologne,11,38.1,13.8,1072.0,0.78,4.6,4.6,0
